,airport__name,aircraft__make_model,effect__amount_of_damage,flight_date,aircraft__airline_operator,origin_state,when__phase_of_flight,wildlife__size,wildlife__species,when__time_of_day,cost__other,cost__repair,cost__total_$,speed_ias_in_knots
1643,NASHVILLE INTL,MD-82,None,11/9/92 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1644,SALT LAKE CITY INTL,B-737-200,Minor,11/10/92 0:00,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,190.0
1645,SALT LAKE CITY INTL,B-767,None,11/10/92 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
1646,ORLANDO INTL,MD-80,None,11/11/92 0:00,DELTA AIR LINES,Florida,Approach,Large,Turkey vulture,Day,0,0,0,
1647,CHARLESTON AFB/INTL ARPT,C-141,None,11/12/92 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0
1648,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,11/12/92 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0
1649,MINNEAPOLIS-ST PAUL INTL,MD-82,None,11/15/92 0:00,AMERICAN AIRLINES,Minnesota,Approach,Large,Canada goose,Day,0,0,0,133.0
1650,BALTIMORE WASH INTL,B-737-300,None,11/15/92 0:00,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1651,LAGUARDIA NY,B-727-200,None,11/15/92 0:00,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
1652,HONOLULU INTL ARPT,DC-9-50,None,11/19/92 0:00,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1653,WILL ROGERS WORLD ARPT,BE-90  KING,Minor,11/20/92 0:00,PRIVATELY OWNED,Oklahoma,Climb,Large,White-tailed deer,Night,0,0,0,
1654,HOUSTON-HOBBY,MD-80,None,11/20/92 0:00,CONTINENTAL AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
1655,DALLAS/FORT WORTH INTL ARPT,B-727,None,11/21/92 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
1656,RONALD REAGAN WASHINGTON NATL,PA-31 NAVAJO,None,11/23/92 0:00,BUSINESS,DC,Landing Roll,Medium,Ring-billed gull,Dawn,0,0,0,
1657,CHICAGO O'HARE INTL ARPT,FOKKER F100,Substantial,11/24/92 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,135.0
1658,RONALD REAGAN WASHINGTON NATL,MD-82,None,11/26/92 0:00,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1659,JOHN F KENNEDY INTL,ATR-42,None,11/26/92 0:00,AMERICAN EAGLE AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,
1660,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,11/26/92 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1661,DALLAS/FORT WORTH INTL ARPT,MD-83,None,11/28/92 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,125.0
1662,LAGUARDIA NY,B-727-200,Minor,11/29/92 0:00,UNITED AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,
1663,PORT COLUMBUS INTL,A-320,None,11/29/92 0:00,AMERICA WEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1664,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/30/92 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
1665,DALLAS/FORT WORTH INTL ARPT,MD-82,None,11/30/92 0:00,AMERICAN AIRLINES,Texas,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
1666,LIHUE ARPT,DC-9-50,None,11/30/92 0:00,HAWAIIAN AIR,Hawaii,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1667,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,12/1/92 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dawn,0,0,0,160.0
1668,AUSTIN-BERGSTROM INTL,B-737-500,None,12/1/92 0:00,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0
1669,SEATTLE-TACOMA INTL,B-737-300,None,12/1/92 0:00,UNITED AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,
1670,NASHVILLE INTL,FOKKER F100,None,12/1/92 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1671,LOUISVILLE INTL ARPT,B-727,None,12/3/92 0:00,UPS AIRLINES,Kentucky,Approach,Small,Rock pigeon,Night,0,0,0,130.0
1672,SAN FRANCISCO INTL ARPT,B-737-300,Medium,12/4/92 0:00,US AIRWAYS*,California,Climb,Large,Unknown bird - large,Night,0,0,0,220.0
1673,CHARLESTON AFB/INTL ARPT,C-141,None,12/4/92 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,135.0
1674,DALLAS/FORT WORTH INTL ARPT,MD-82,None,12/5/92 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0
1675,PHILADELPHIA INTL,B-757-200,None,12/15/92 0:00,UNKNOWN,Pennsylvania,Take-off run,Large,White-tailed deer,Night,0,0,0,
1676,DALLAS/FORT WORTH INTL ARPT,B-737-200,None,12/16/92 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1677,NEW ORLEANS INTL,C-208,Medium,12/18/92 0:00,BUSINESS,Louisiana,Approach,Large,Unknown bird - large,Night,8250,9901,18151,160.0
1678,LOGAN INTL,B-727,None,12/18/92 0:00,BUSINESS,Massachusetts,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
1679,DALLAS/FORT WORTH INTL ARPT,DC-9,None,12/18/92 0:00,NORTHWEST AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
1680,HONOLULU INTL ARPT,EC-135,None,12/19/92 0:00,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0.0
1681,SAN FRANCISCO INTL ARPT,DC-10-40,None,12/20/92 0:00,NORTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
1682,DALLAS/FORT WORTH INTL ARPT,MD-82,None,12/21/92 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,133.0
1683,ORLANDO INTL,EMB-120,Minor,12/22/92 0:00,COMAIR AIRLINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,180.0
1684,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,12/22/92 0:00,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0
1685,ORLANDO INTL,MD-82,None,12/22/92 0:00,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1686,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,12/23/92 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,230.0
1687,LAGUARDIA NY,B-767-300,None,12/27/92 0:00,DELTA AIR LINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
1688,NEW ORLEANS INTL,MD-88,None,12/27/92 0:00,DELTA AIR LINES,Louisiana,Take-off run,Small,Mourning dove,Day,0,0,0,
1689,RONALD REAGAN WASHINGTON NATL,MD-80,None,12/28/92 0:00,TRANS WORLD AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0
1690,SAN FRANCISCO INTL ARPT,DC-10,None,12/28/92 0:00,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1691,SACRAMENTO INTL,B-757-200,Substantial,1/2/93 0:00,AMERICAN AIRLINES,California,Climb,Large,Unknown bird - large,Night,0,321433,321433,170.0
1692,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1/5/93 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,142.0
1693,SACRAMENTO INTL,B-737-300,Minor,1/9/93 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,175.0
1694,ORLANDO INTL,B-727-200,None,1/10/93 0:00,AMERICAN AIRLINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,200.0
1695,MINETA SAN JOSE INTL,BA-31 JETSTR,Minor,1/10/93 0:00,AMERICAN EAGLE AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1696,WASHINGTON DULLES INTL ARPT,B-767-300,Substantial,1/11/93 0:00,UNITED AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
1697,LAMBERT-ST LOUIS INTL,BA-31 JETSTR,None,1/11/93 0:00,UNKNOWN,Missouri,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
1698,LAMBERT-ST LOUIS INTL,B-737-300,Substantial,1/12/93 0:00,SOUTHWEST AIRLINES,Missouri,Approach,Large,Unknown bird - large,Night,0,0,0,135.0
1699,LAGUARDIA NY,B-737-300,Substantial,1/20/93 0:00,UNITED AIRLINES,New York,Take-off run,Large,Canada goose,Night,0,0,0,100.0
1700,LIHUE ARPT,B-737-300,Minor,1/20/93 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Zebra dove,Day,0,0,0,120.0
1701,DALLAS/FORT WORTH INTL ARPT,MD-80,None,1/20/93 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1702,NASHVILLE INTL,B-727,None,1/21/93 0:00,AMERICAN AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
1703,LIHUE ARPT,B-737-200,None,1/24/93 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Zebra dove,Day,0,0,0,140.0
1704,CHICAGO O'HARE INTL ARPT,SHORTS 360,None,1/25/93 0:00,AMERICAN EAGLE AIRLINES,Illinois,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,80.0
1705,NEW ORLEANS INTL,B-727,None,1/25/93 0:00,AMERICAN AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,
1706,SACRAMENTO INTL,B-737-300,None,1/26/93 0:00,US AIRWAYS*,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
1707,LIHUE ARPT,C-135B,None,1/27/93 0:00,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1708,HOUSTON-HOBBY,B-737-200,None,1/28/93 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1709,MINETA SAN JOSE INTL,MD-80,None,1/29/93 0:00,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,135.0
1710,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,2/2/93 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,110.0
1711,DALLAS/FORT WORTH INTL ARPT,B-737-200,None,2/3/93 0:00,PIEDMONT AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1712,HONOLULU INTL ARPT,B-737-200,None,2/3/93 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
1713,MINETA SAN JOSE INTL,B-757-200,None,2/7/93 0:00,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
1714,SACRAMENTO INTL,C-650,None,2/8/93 0:00,BUSINESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1715,SACRAMENTO INTL,B-737-300,None,2/9/93 0:00,SOUTHWEST AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
1716,METRO OAKLAND INTL,B-737-300,None,2/10/93 0:00,SOUTHWEST AIRLINES,California,Climb,Large,Canada goose,Day,0,0,0,135.0
1717,GEORGE BUSH INTERCONTINENTAL,MD-88,None,2/11/93 0:00,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
1718,GEORGE BUSH INTERCONTINENTAL,EMB-120,None,2/12/93 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Day,0,0,0,115.0
1719,DALLAS/FORT WORTH INTL ARPT,MD-83,None,2/15/93 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
1720,LIHUE ARPT,C-135B,None,2/17/93 0:00,MILITARY,Hawaii,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
1721,FORT LAUDERDALE/HOLLYWOOD INTL,SA227 AC METRO III,None,2/23/93 0:00,COMAIR AIRLINES,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
1722,DALLAS/FORT WORTH INTL ARPT,DC-9-30,None,2/23/93 0:00,ABX AIR,Texas,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
1723,LOUISVILLE INTL ARPT,B-757-200,None,2/23/93 0:00,UPS AIRLINES,Kentucky,Landing Roll,Small,Eastern meadowlark,Day,0,0,0,
1724,CHICAGO O'HARE INTL ARPT,B-727-200,Minor,2/25/93 0:00,AMERICAN AIRLINES,Illinois,Descent,Large,Unknown bird - large,Dusk,0,0,0,
1725,NEW ORLEANS INTL,B-727,None,2/25/93 0:00,CONTINENTAL AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
1726,ORLANDO INTL,MD-80,Substantial,2/27/93 0:00,US AIRWAYS*,Florida,Climb,Large,Turkey vulture,Day,0,0,0,175.0
1727,AUSTIN-BERGSTROM INTL,DC-10-10,None,3/1/93 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,130.0
1728,MEMPHIS INTL,RKWL SABRLNR,None,3/3/93 0:00,BUSINESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1729,MEMPHIS INTL,DC-10,None,3/9/93 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1730,NEW ORLEANS INTL,B-737,None,3/10/93 0:00,CONTINENTAL AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,
1731,AUSTIN-BERGSTROM INTL,MD-80,None,3/10/93 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,145.0
1732,MINNEAPOLIS-ST PAUL INTL,DC-9-50,None,3/11/93 0:00,UNKNOWN,Minnesota,Approach,Large,Unknown bird - large,Dusk,0,0,0,140.0
1733,MINETA SAN JOSE INTL,MD-82,None,3/11/93 0:00,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
1734,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,3/16/93 0:00,UNITED AIRLINES,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1735,INDIANAPOLIS INTL,B-737-200,None,3/18/93 0:00,SOUTHWEST AIRLINES,Indiana,Landing Roll,Small,European starling,Day,0,0,0,130.0
1736,DALLAS/FORT WORTH INTL ARPT,B-727,None,3/20/93 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1737,NASHVILLE INTL,BA-31 JETSTR,None,3/21/93 0:00,AMERICAN EAGLE AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,30.0
1738,PHOENIX SKY HARBOR,MD-82,Minor,3/23/93 0:00,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,200.0
1739,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,3/23/93 0:00,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,250.0
1740,GEORGE BUSH INTERCONTINENTAL,DC-8-61,None,3/25/93 0:00,ABX AIR,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
1741,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,Minor,3/25/93 0:00,ATLANTIC COAST AIRLINES,DC,Descent,Medium,Unknown bird - medium,Night,0,0,0,
1742,SAN FRANCISCO INTL ARPT,DC-10,None,3/25/93 0:00,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,150.0
1743,NEWARK LIBERTY INTL ARPT,ATR-42,Minor,3/26/93 0:00,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,200.0
1744,HOUSTON-HOBBY,B-737-200,None,3/29/93 0:00,SOUTHWEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1745,SAN ANTONIO INTL,MD-80,None,3/29/93 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
1746,SACRAMENTO INTL,KC-135R,None,3/30/93 0:00,MILITARY,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1747,CHICAGO O'HARE INTL ARPT,B-727-200,None,3/30/93 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1748,WASHINGTON DULLES INTL ARPT,DC-10,None,3/30/93 0:00,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1749,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737,None,3/30/93 0:00,US AIRWAYS*,Kentucky,Climb,Small,Mourning dove,Day,0,0,0,131.0
1750,RONALD REAGAN WASHINGTON NATL,B-737-500,Substantial,3/31/93 0:00,UNITED AIRLINES,DC,Climb,Large,Unknown bird - large,Night,0,0,0,160.0
1751,DETROIT METRO WAYNE COUNTY ARPT,DHC8 DASH 8,None,3/31/93 0:00,MESABA AIRLINES,Michigan,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
1752,FORT LAUDERDALE/HOLLYWOOD INTL,DC-8-61,None,4/1/93 0:00,ABX AIR,Florida,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,150.0
1753,SACRAMENTO INTL,B-737-300,None,4/1/93 0:00,SOUTHWEST AIRLINES,California,Take-off run,Medium,Mallard,Day,0,0,0,90.0
1754,SALT LAKE CITY INTL,B-757-200,None,4/1/93 0:00,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1755,HONOLULU INTL ARPT,B-737-200,None,4/2/93 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,90.0
1756,CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,4/2/93 0:00,US AIRWAYS*,North Carolina,Approach,Small,American robin,Night,0,0,0,145.0
1757,SAN ANTONIO INTL,MD-82,None,4/4/93 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1758,SAN FRANCISCO INTL ARPT,B-727,None,4/6/93 0:00,FEDEX EXPRESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1759,NEW ORLEANS INTL,B-727-100,None,4/6/93 0:00,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1760,LOUISVILLE INTL ARPT,B-747-1/200,Minor,4/7/93 0:00,UPS AIRLINES,Kentucky,Climb,Large,Unknown bird - large,Night,0,0,0,320.0
1761,WASHINGTON DULLES INTL ARPT,DC-9-30,None,4/7/93 0:00,NORTHWEST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0
1762,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,None,4/8/93 0:00,US AIRWAYS*,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
1763,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/8/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,340.0
1764,NEW ORLEANS INTL,B-737-200,None,4/8/93 0:00,US AIRWAYS*,Louisiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,160.0
1765,SAN ANTONIO INTL,B-737-200,None,4/8/93 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1766,LIHUE ARPT,B-737-200,None,4/12/93 0:00,ALOHA AIRLINES,Hawaii,Climb,Medium,Short-eared owl,Day,0,0,0,140.0
1767,SACRAMENTO INTL,KC-135R,None,4/12/93 0:00,MILITARY,California,Approach,Small,Horned lark,Day,0,0,0,180.0
1768,CHICAGO O'HARE INTL ARPT,MD-80,None,4/13/93 0:00,AMERICAN AIRLINES,Illinois,Climb,Large,Unknown bird - large,Night,0,0,0,250.0
1769,INDIANAPOLIS INTL,FOKKER F100,None,4/13/93 0:00,US AIRWAYS*,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1770,RONALD REAGAN WASHINGTON NATL,B-727,None,4/13/93 0:00,DELTA AIR LINES,DC,Approach,Small,Unknown bird - small,Dusk,0,0,0,
1771,NEWARK LIBERTY INTL ARPT,B-757-200,None,4/14/93 0:00,AMERICAN AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,132.0
1772,JOHN F KENNEDY INTL,B-747,Minor,4/14/93 0:00,UNITED AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,
1773,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/14/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1774,LOUISVILLE INTL ARPT,B-757-200,None,4/14/93 0:00,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1775,CHICAGO O'HARE INTL ARPT,DC-10-10,None,4/15/93 0:00,AMERICAN AIRLINES,Illinois,Approach,Large,Unknown bird - large,Night,0,0,0,155.0
1776,NEW ORLEANS INTL,B-727,None,4/15/93 0:00,AMERICAN AIRLINES,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0
1777,PORTLAND INTL (OR),MD-80,None,4/15/93 0:00,AMERICAN AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1778,DETROIT METRO WAYNE COUNTY ARPT,B-757-200,None,4/16/93 0:00,NORTHWEST AIRLINES,Michigan,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
1779,NEW ORLEANS INTL,B-737-500,None,4/16/93 0:00,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Night,0,0,0,140.0
1780,DALLAS/FORT WORTH INTL ARPT,MD-88,None,4/17/93 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
1781,CHICAGO O'HARE INTL ARPT,DC-10,None,4/17/93 0:00,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,
1782,LOGAN INTL,MD-80,Substantial,4/18/93 0:00,AMERICAN AIRLINES,Massachusetts,Climb,Medium,Unknown bird - medium,Day,0,0,0,
1783,LAMBERT-ST LOUIS INTL,B-737-300,None,4/18/93 0:00,SOUTHWEST AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
1784,FORT LAUDERDALE/HOLLYWOOD INTL,B-727,None,4/18/93 0:00,NORTHWEST AIRLINES,Florida,Take-off run,Small,Cattle egret,Day,0,0,0,131.0
1785,AUSTIN-BERGSTROM INTL,MD-80,None,4/19/93 0:00,US AIRWAYS*,Texas,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
1786,JOHN F KENNEDY INTL,DHC8 DASH 8,None,4/19/93 0:00,PINNACLE,New York,Approach,Medium,Mallard,Day,0,0,0,
1787,SACRAMENTO INTL,B-737-300,None,4/19/93 0:00,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
1788,CHICAGO O'HARE INTL ARPT,DC-9,None,4/19/93 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Ring-billed gull,Dusk,0,0,0,138.0
1789,SAN FRANCISCO INTL ARPT,A-300,None,4/19/93 0:00,CONTINENTAL AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1790,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/19/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130.0
1791,DALLAS/FORT WORTH INTL ARPT,MD-80,None,4/19/93 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Mourning dove,Day,0,0,0,140.0
1792,HOUSTON-HOBBY,B-727-200,None,4/19/93 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,115.0
1793,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/20/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,131.0
1794,DALLAS/FORT WORTH INTL ARPT,MD-80,None,4/21/93 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
1795,CHARLESTON AFB/INTL ARPT,KC-10A,None,4/22/93 0:00,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,160.0
1796,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/22/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1797,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/22/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
1798,SAN FRANCISCO INTL ARPT,B-737-200,None,4/22/93 0:00,UNITED AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1799,LAMBERT-ST LOUIS INTL,B-727,None,4/22/93 0:00,TRANS WORLD AIRLINES,Missouri,Landing Roll,Small,European starling,Day,0,0,0,120.0
1800,LAMBERT-ST LOUIS INTL,B-727-200,None,4/22/93 0:00,TRANS WORLD AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
1801,DALLAS/FORT WORTH INTL ARPT,MD-80,None,4/22/93 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,90.0
1802,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,4/23/93 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,145.0
1803,BARKSDALE AIR FORCE BASE ARPT,KC-135,None,4/23/93 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,135.0
1804,SAN FRANCISCO INTL ARPT,B-767-200,None,4/23/93 0:00,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1805,CHICAGO O'HARE INTL ARPT,B-737,None,4/24/93 0:00,UNITED AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135.0
1806,FORT LAUDERDALE/HOLLYWOOD INTL,DC-9,Minor,4/24/93 0:00,US AIRWAYS*,Florida,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,139.0
